Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/whz_idk/status/1725040387008409657,Free Palestine Reload,https://twitter.com/whz_idk,2023-11-16,They keep embarrassing themselves  ..#AlShifaHospital #IsraelTerrorism #Palestine_Genocide #Israel #CeasefireNowInGaza  #???_?????,,https://twitter.com/whz_idk/status/1725040387008409657,False,39,193,289,48K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/xxfreespirtxx/status/1725068808623116351,???? ??Reload,https://twitter.com/xxfreespirtxx,2023-11-16,Anyone still doubting they're nuts? Seriously messed up. They're truly mentally ill.#Gaza #FreePalaestine  #AlShifaHospital#Biden #???_????? #Israel #IsraelIsATerrorist,,https://twitter.com/xxfreespirtxx/status/1725068808623116351,False,8,53,31,11K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ghadaoueiss/status/1724854772228817074,Ghada Oueiss ???? ????Reload????? ??????,https://twitter.com/ghadaoueiss,2023-11-15,"#Israel 's ""achievement""",,https://twitter.com/ghadaoueiss/status/1724854772228817074,False,67,1.1K,1.3K,35K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/HananyaNaftali/status/1725288430555242913,Hananya Naftali,https://twitter.com/HananyaNaftali,2023-11-16,"Congresswoman Rashida Tlaib is a member of a secret Facebook group where Hamas terrorists are glorified.This is not freedom of speech, it's freedom to hate. https://foxnews.com/politics/rashida-tlaib-member-secret-facebook-group-where-hamas-terrorists-glorified… #Israel #Hamas",https://pbs.twimg.com/card_img/1724717035970842625/ZfvOcrWG?format=jpg&name=small,https://twitter.com/HananyaNaftali/status/1725288430555242913,False,316,694,696,1.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Alissa4TheUSA/status/1724827718389260532,???????Reload,https://twitter.com/Alissa4TheUSA,2023-11-15,This Is A Must Watch#TRUMP2024ToSaveAmerica #FJB #Afghanistan #TRUMPWON #eastpalestine #Ukraine #Israel #PresidentTrump #mauifires #Resign #BidenBorderInvasion #Treason,,https://twitter.com/Alissa4TheUSA/status/1724827718389260532,False,54,278,322,46K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/TheBeenibaby/status/1725017920466489513,thebeenReload,https://twitter.com/TheBeenibaby,2023-11-16,It’s just plain embarrassing at this point… #IsraelIsATerrorist #IsraeliPropaganda #Israeli #israel,,https://twitter.com/TheBeenibaby/status/1725017920466489513,False,3,14,18,3.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725115507513204756,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-16,"The Israeli special forces kidnaped freed prisoner Hassan Shaker Balo, in front of his business in Jericho the #WestBank.He got shot in the leg before being taken. #Israel",,https://twitter.com/QudsNen/status/1725115507513204756,False,96,2.7K,2.5K,70K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Dr_AsrarCh/status/1725343317247058033,Asrar ChReloadS p r i n t e r,https://twitter.com/Dr_AsrarCh,2023-11-17,Hamas Shared a video of Destroying Tanks of Israel in Streets of Ghaza.#AlShifaHospital  #Gaza#IsraelIsATerrorist #Israel,,https://twitter.com/Dr_AsrarCh/status/1725343317247058033,False,3,15,32,5.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725135480365134192,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-16,"Biden repeats the story of ""beheaded babies"", which the #WhiteHouse had retracted, and the Israeli government denied having any information to prove it. #Israel #Gaza",,https://twitter.com/QudsNen/status/1725135480365134192,False,401,1.4K,1.9K,164K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725160179350573536,Quds News Network,https://twitter.com/QudsNen,2023-11-16,"Ossama Hamdan: ""The occupation has arrested more than 2,800 Palestinians since the start of the war, bringing the number of prisoners in the occupation prisons to more than 9,000."" #Gaza #WestBank #Israel",https://pbs.twimg.com/media/F_EABSjWwAA9oWo?format=png&name=small,https://twitter.com/QudsNen/status/1725160179350573536,False,88,2.2K,1.9K,64K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/teameffujoe/status/1725295501329748225,The Older MillennialReload,https://twitter.com/teameffujoe,2023-11-16,I’m waiting for the next CERN Test to get me out of this reality. #Israel #IStandWithIsrael,,https://twitter.com/teameffujoe/status/1725295501329748225,False,47,99,322,10K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/armeniathegreat/status/1725206605057442184,Armenia The GreatReload,https://twitter.com/armeniathegreat,2023-11-16,As entire world now busy with #Israel and #Palestine again #Armenian issue and genocide gets pushed back or even not mentioned in mainstream media !Justice lovers out there that ripping your behinds for Palestine where you at ? Its called justice for all not just one group !,,https://twitter.com/armeniathegreat/status/1725206605057442184,False,1,16,17,2.8K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MenachemV/status/1725411030245994628,Menachem Vorchheimer,https://twitter.com/MenachemV,2023-11-17,"Wonder how many people know that @FranceskAlbs husband is Massimiliano Calì, a former senior employee of the Palestinian Authority?Could this explain her seemingly anti-Israel rhetoric ?#Israel @theage @theheraldsun @australian @ZionistFedAus @aus_jewishnews",https://pbs.twimg.com/media/F_HkLyqbIAA4psK?format=jpg&name=small,https://twitter.com/MenachemV/status/1725411030245994628,False,59,81,140,4.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/shaani092/status/1725287099132178771,Zeeshan Akram PTIReload,https://twitter.com/shaani092,2023-11-16,"Tears came to the doctor's eyes when the Palestinian children said, ""Give us some medicine that won't make us hungry.""#Palestine #israel #StopGenocide",,https://twitter.com/shaani092/status/1725287099132178771,False,6,35,32,7.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725139358653595983,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-16,"Red Crescent: ""The video documents shocking moments, thousands of displaced people and dozens of patients leaving Al-Quds Hospital in #Gaza to the south of the Strip on foot."" #Palestine#Israel",,https://twitter.com/QudsNen/status/1725139358653595983,False,93,3.3K,2.7K,102K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/who_am_i023/status/1725182657716211990,s????Reload,https://twitter.com/who_am_i023,2023-11-16,"I repeat, this did not begin October 7th , but in 1948#Israel is a terrorist State!#????_?????? #????_????_???_??????? #???_?????_???????? #???_????? #IsraelIsATerrorist #???_????? #??????_??????",,https://twitter.com/who_am_i023/status/1725182657716211990,False,11,33,362,5.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MenachemV/status/1725411030245994628,Menachem Vorchheimer,https://twitter.com/MenachemV,2023-11-17,"Wonder how many people know that @FranceskAlbs husband is Massimiliano Calì, a former senior employee of the Palestinian Authority?Could this explain her seemingly anti-Israel rhetoric ?#Israel @theage @theheraldsun @australian @ZionistFedAus @aus_jewishnews",https://pbs.twimg.com/media/F_HkLyqbIAA4psK?format=jpg&name=small,https://twitter.com/MenachemV/status/1725411030245994628,False,60,81,140,4.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/richo_1973/status/1725330713942405593,Richard™,https://twitter.com/richo_1973,2023-11-17,"Israel stormed the alleged Hamas headquarters under the Al-Shifa which they have used to justify bombing a hospital. They have found 12 guns, 9 grenades, Wally talkies and 3 bulletproof vests.  Most houses in the USA have more weapons than that. #Israel #AlShifaHospital.",,https://twitter.com/richo_1973/status/1725330713942405593,False,39,90,334,6.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Never_Again_UK_/status/1725260337513898447,Never Again UKReload,https://twitter.com/Never_Again_UK_,2023-11-16,Whilst in #Gaza Why not use an app an order some food  to be delivered from #Israel ?#hamasisISIS.     #BringThemHome,,https://twitter.com/Never_Again_UK_/status/1725260337513898447,False,6,19,67,3.5K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/hahussain/status/1725274227752792312,Hussain Abdul-Hussain,https://twitter.com/hahussain,2023-11-16,"Hamas Chief Haniyyah: ""We are prepared for a long battle with #Israel... [Hamas] will eject occupation from Gaza, and all of Palestine (from the river to the sea)."" If Hamas wants to fight, why is the world asking Israel for a ceasefire?",,https://twitter.com/hahussain/status/1725274227752792312,False,202,893,3.2K,99K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/AlanDersh/status/1725183013066080464,Alan DershowitzReload,https://twitter.com/AlanDersh,2023-11-16,Israel never wants to kill a civilian!#law #lawyer #news #trending #trump #biden #shorts #MiddleEastConflict #IsraelPalestineConflict #Israel,,https://twitter.com/AlanDersh/status/1725183013066080464,False,117,64,180,23K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Owl051/status/1725069111623893424,"Critical,True & DeepReloadDawnNews",https://twitter.com/Owl051,2023-11-16,"Beware.#Israel hires 2 ugly shameless agents of Pakistani origin, Anila Ali & @_AhmedQuraishi for their nefarious objectives. Anila very shamelessly claimed in pro Israel rally that she represents Pakistani community while her own identity is not known.",,https://twitter.com/Owl051/status/1725069111623893424,False,4,26,27,6.8K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/DasRgen4/status/1725412689210449976,IgorReloadYaari Cohen,https://twitter.com/DasRgen4,2023-11-17,"Okay, so this is not what you think It’s not a military tunnel under the al-Allahkbar Hospital in #Gaza #PalestineThis is another misinformation attempt by #Israel crusadersThis is just a cave that bears use to hibernate during winter, very common",,https://twitter.com/DasRgen4/status/1725412689210449976,False,8,3,27,2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/YehudahPryce/status/1724838621818102049,"Dr. Yehudah Pryce, DSW, MSWReload",https://twitter.com/YehudahPryce,2023-11-15,Am I wrong to think that you may be antisemitic? #Israel #Jews #Jewish #antisemitism #racism #antiracism #peace #bringthemhome #bringthemhomenow #justice #judaism,,https://twitter.com/YehudahPryce/status/1724838621818102049,False,4,9,23,747
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/OnlinePalEng/status/1725083665565192548,PALESTINE ONLINE Reload,https://twitter.com/OnlinePalEng,2023-11-16,Having doubt that #Israel is a racist entity? Popular Israeli singer Lior Narkis singing for Israeli soldiers.,,https://twitter.com/OnlinePalEng/status/1725083665565192548,False,57,541,672,24K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/USConspiracies1/status/1725314121477001604,USConspiracies,https://twitter.com/USConspiracies1,2023-11-17,The IDF has informed Shani’s mother. they killed one of the terrorists who paraded the bruised and naked body of Shani Louk around Gaza.One down 3 to go. #HamasTerrorist #HamasisISIS #israel #palastine,https://pbs.twimg.com/media/F_GMDMuXYAAQCGg?format=jpg&name=small,https://twitter.com/USConspiracies1/status/1725314121477001604,False,2,7,26,979
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725128863234089432,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-16,Journalist Anas Al-Sharif talks about the harsh conditions in the Indonesian Hospital in northern #Gaza.  #Israel,,https://twitter.com/QudsNen/status/1725128863234089432,False,42,2K,1.8K,47K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/nachal_giyus86/status/1724847537020911702,MOT,https://twitter.com/nachal_giyus86,2023-11-15,What Occupation? It has always been Jewish #Israel #Zionism,https://pbs.twimg.com/media/F-_jma2XoAAC8h4?format=png&name=small,https://twitter.com/nachal_giyus86/status/1724847537020911702,False,73,255,705,12K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MichaelRapaport/status/1725173461520097447,MichaelRapaportReload,https://twitter.com/MichaelRapaport,2023-11-16,We’re nice & we’re making lists!!!!#jewish #Israel,,https://twitter.com/MichaelRapaport/status/1725173461520097447,False,2.7K,1K,2.3K,1.2M
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/timepas45446870/status/1725184219142619212,timepassHumza Yousaf,https://twitter.com/timepas45446870,2023-11-16,"Fools forget, there was a #ceasefire on 6/10. #Hamas broke it on 7/10.Why should #Israel agree to a #ceasefire? Just, so that, #Hamas can regroup, rearm and start again?#NoCeasefire",https://pbs.twimg.com/media/F_EV5i6a8AEbGes?format=jpg&name=small;https://pbs.twimg.com/ext_tw_video_thumb/1724825852276252674/pu/img/CHmLLK6KuE8uA7WH?format=jpg&name=120x120,https://twitter.com/timepas45446870/status/1725184219142619212,False,1,10,26,1.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/UmarFacts/status/1725256227951968523,Miss.AyeshaDawnNews,https://twitter.com/UmarFacts,2023-11-16,"Beware.#Israel hires 2 ugly shameless agents of Pakistani origin, Anila Ali & @_AhmedQuraishi for their nefarious objectives. Anila very shamelessly claimed in pro Israel rally that she represents Pakistani community while her own identity is not known.",,https://twitter.com/UmarFacts/status/1725256227951968523,False,3,35,44,5.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SamarDJarrah/status/1725288512084197455,Samar D JarrahReloadMil-Ruby,https://twitter.com/SamarDJarrah,2023-11-16,In case you wanted to know the story of #Israel   it has been massacring Palestinians for a very long time with the blessings of Western governments.,,https://twitter.com/SamarDJarrah/status/1725288512084197455,False,19,404,389,14K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/nachal_giyus86/status/1725221488486175185,MOT,https://twitter.com/nachal_giyus86,2023-11-16,Know the truth about Israel and the Jewish right to the land. Jews are indigenous to Israel #Israel #Zionism,https://pbs.twimg.com/media/F_E3rGTWgAArlbw?format=png&name=small,https://twitter.com/nachal_giyus86/status/1725221488486175185,False,11,85,143,3.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/haneefsaeed/status/1725186888255041876,Hanif Saeed Reload,https://twitter.com/haneefsaeed,2023-11-16,The little girl Menna was stuck under the roof of the home which was bombed by Israeli warplanes. Civil defense crews try to calm her down whist trying to rescue her#IsraelTerrorism #???_????? #??????_??????_?????? #AlShifaHospital #Gaza_War #Gaza_Genocide #Israel #???_?????…,,https://twitter.com/haneefsaeed/status/1725186888255041876,False,51,308,347,47K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/UmarFacts/status/1725256227951968523,Miss.AyeshaReloadDawnNews,https://twitter.com/UmarFacts,2023-11-16,"Beware.#Israel hires 2 ugly shameless agents of Pakistani origin, Anila Ali & @_AhmedQuraishi for their nefarious objectives. Anila very shamelessly claimed in pro Israel rally that she represents Pakistani community while her own identity is not known.",,https://twitter.com/UmarFacts/status/1725256227951968523,False,3,35,44,5.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ME_Observer_/status/1725134883452829897,Middle East ObserverReload,https://twitter.com/ME_Observer_,2023-11-16,"Emergency situation in the Old City of #Jerusalem this morning:#Israel-i settlers, backed by armed police, are seizing property of the Armenian church as part of an ongoing campaign of dispossession and Judaization",,https://twitter.com/ME_Observer_/status/1725134883452829897,False,46,525,652,40K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ForsigeNews/status/1725441499926581555,Forsige Breaking NewsReload,https://twitter.com/ForsigeNews,2023-11-17,"WATCH: Protesters are blocking the #SanFrancisco Bay Bridge, advocating for a ceasefire in the #Israel-Hamas conflict.",,https://twitter.com/ForsigeNews/status/1725441499926581555,False,,1,,
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/lazysamx/status/1725441410130702445,Syed ShayanReload,https://twitter.com/lazysamx,2023-11-17,"""We will kill as much as we want from you and those who support you. We will slaughter you in ways you never knew before”Just an #Israel TV presenter  expressing “self defense” live Lebanese, take note. This is message is for u too #Israel#COLDPLAYinKL #IsraelIsATerrorist…",,https://twitter.com/lazysamx/status/1725441410130702445,False,,,1,
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/KimJongwins/status/1725438878146846985,KimJongWinsReload,https://twitter.com/KimJongwins,2023-11-17,This little girl’s whole family was killed by #Israel. #Gaza,,https://twitter.com/KimJongwins/status/1725438878146846985,False,2,2,7,104
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/JituChaudhary25/status/1725070940290392252,Jitender ChaudharyReload,https://twitter.com/JituChaudhary25,2023-11-16,Big statement by US leader Nikki Haley -  It's not just about Israel-Hamas killed over 30 Americans and still has American hostages.  Finish them off!#Israel #Gaza #Hamas #BringThemHome,,https://twitter.com/JituChaudhary25/status/1725070940290392252,False,20,39,63,90K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/therealmrbench/status/1725422478946861472,sonofabenchReloadkarasuwich,https://twitter.com/therealmrbench,2023-11-17,There was a ceasefire on Oct 6th.  Hamas terrorists changed that on Oct 7th.Hezbollah says Hamas does not use Hosptial or go around hosptials with their weapons.Pro-Palestine will label this as fake or IDF propaganda. #noCeasefire #Israel,,https://twitter.com/therealmrbench/status/1725422478946861472,False,1,5,13,1.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ME_Observer_/status/1725253227137143118,Middle East ObserverReload,https://twitter.com/ME_Observer_,2023-11-16,Hezbollah striking with precision in multiple locations #Israel-i ISR equipment along the Lebanese-Palestinian borders,,https://twitter.com/ME_Observer_/status/1725253227137143118,False,8,50,162,11K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SamarDJarrah/status/1724888189964616078,Samar D JarrahReload???? ???????,https://twitter.com/SamarDJarrah,2023-11-15,So where is all this #Israel ?  #Shifa,,https://twitter.com/SamarDJarrah/status/1724888189964616078,False,31,151,242,19K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SenJoniErnst/status/1725229252780372334,Joni Ernst,https://twitter.com/SenJoniErnst,2023-11-16,The United States will not cave to mob-rule mentality.NO ceasefire.I stand with #Israel.,https://pbs.twimg.com/card_img/1725030061273755649/IhFlha2U?format=jpg&name=small,https://twitter.com/SenJoniErnst/status/1725229252780372334,False,94,179,912,21K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/lazysamx/status/1725441410130702445,Syed ShayanReload,https://twitter.com/lazysamx,2023-11-17,"""We will kill as much as we want from you and those who support you. We will slaughter you in ways you never knew before”Just an #Israel TV presenter  expressing “self defense” live Lebanese, take note. This is message is for u too #Israel#COLDPLAYinKL #IsraelIsATerrorist…",,https://twitter.com/lazysamx/status/1725441410130702445,False,,1,2,5
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/StandWithUs/status/1725277681325920283,StandWithUs,https://twitter.com/StandWithUs,2023-11-16,"In #Israel, many are secretly superheroes. In a country where Jews, Muslims, Druze, and Christians serve in the @IDF, these heroes could be:A local school teacher serving in the IDF's special forces in reserves.A gardener who is also a high-ranking Intelligence…",https://pbs.twimg.com/media/F_EhUJkXYAAqRqK?format=jpg&name=small,https://twitter.com/StandWithUs/status/1725277681325920283,False,32,137,582,12K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/StandWithUs/status/1725355830642381100,StandWithUs,https://twitter.com/StandWithUs,2023-11-17,"This is 83-year-old Tamar Yifrah, who survived the #HamasMassacre in Kibbutz Kfar Aza, southern #Israel, on October 7th. She holds up a necklace on which is written the words: #BringThemHomeNow Photo by Chen Schimmel/Flash90",https://pbs.twimg.com/media/F_Eh5yuWcAABn2R?format=jpg&name=small,https://twitter.com/StandWithUs/status/1725355830642381100,False,11,75,317,6.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Asadspeak1/status/1725350363136413834,AsadSpeakReload,https://twitter.com/Asadspeak1,2023-11-17,Humanity is still live. #Humanity #Gaza #Palestine #IsraelIsATerrorist #Israel  #AlShifaHospital #asadspeak,,https://twitter.com/Asadspeak1/status/1725350363136413834,False,,6,9,702
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/StandWithUs/status/1725011058694185338,StandWithUsReload,https://twitter.com/StandWithUs,2023-11-16,"“Until October 7th, I think my classmates and I had forgotten not only why we love #Israel, but why we need Israel.”WATCH: Columbia University student Noa Fay, a Black Native American #Jewish woman, spoke at the Israel rally in DC on November 14:",,https://twitter.com/StandWithUs/status/1725011058694185338,False,149,915,2.9K,77K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1724917744347296208,Quds News Network,https://twitter.com/QudsNen,,"#Germany's Bundestag will discuss Friday a draft law  that would make ""commitment to #Israel's right to exist"" a requirement for citizenship.",https://pbs.twimg.com/media/F_AjN_WWIAAwILG?format=jpg&name=small,https://twitter.com/QudsNen/status/1724917744347296208,False,327,2.3K,1.5K,1.4M
